Accelerometer_x,Accelerometer_y,Accelerometer_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,Magnetometer_x,Magnetometer_y,Magnetometer_z,Position
,,,,,,,,,
-0.03,-0.02,0.96,2.14,1.71,0.37,19.51,32.23,-34.07,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.83,0.31,19.63,32.28,-34.38,"Supine
"
,,,,,,,,,
-0.01,0,0.96,2.44,1.59,0.55,19.54,32.7,-34.67,"Supine
"
,,,,,,,,,
-0.03,-0.01,0.96,2.38,1.65,0.49,19.49,32.63,-33.96,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.53,0.43,19.67,32.04,-34.08,"Supine
"
,,,,,,,,,
-0.01,-0.01,0.96,2.26,1.83,0.43,20.03,32.21,-33.67,"Supine
"
,,,,,,,,,
-0.03,0,0.96,2.2,1.59,0.31,19.54,32.19,-34.33,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,2.26,1.59,0.55,19.58,32.09,-33.83,"Supine
"
,,,,,,,,,
-0.01,-0.01,0.96,2.2,1.71,0.43,19.76,32.07,-35.95,"Supine
"
,,,,,,,,,
-0.02,-0.01,0.97,2.26,1.53,0.55,19.32,32.25,-33.98,"Supine
"
,,,,,,,,,
-0.03,0.03,0.97,2.26,1.71,0.37,19.56,32.06,-34.51,"Supine
"
,,,,,,,,,
-0.01,-0.01,0.96,2.14,2.01,0.49,19.87,32.43,-33.79,"Supine
"
,,,,,,,,,
-0.01,-0.02,0.97,2.26,1.65,0.43,19.68,32.3,-34.31,"Supine
"
,,,,,,,,,
-0.03,0.03,0.97,2.01,1.65,0.49,19.63,32.17,-34.7,"Supine
"
,,,,,,,,,
-0.01,0,0.97,2.2,1.77,0.37,20.18,32.14,-34.99,"Supine
"
,,,,,,,,,
-0.02,-0.02,0.96,2.01,1.71,0.43,20.14,31.59,-34.05,"Supine
"
,,,,,,,,,
-0.03,0.04,1,2.2,1.71,0.49,20.06,31.87,-33.18,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.44,1.77,0.49,19.92,32.69,-33.39,"Supine
"
,,,,,,,,,
-0.02,-0.03,0.96,2.26,1.4,0.37,19.92,32.52,-34.17,"Supine
"
,,,,,,,,,
-0.03,0.03,0.97,2.2,1.71,0.49,19.86,32.12,-34.84,"Supine
"
,,,,,,,,,
-0.01,0,0.97,2.26,1.83,0.43,20.06,31.96,-34.42,"Supine
"
,,,,,,,,,
-0.02,-0.04,0.96,2.2,1.83,0.49,20.39,31.87,-34.77,"Supine
"
,,,,,,,,,
-0.03,0.02,0.97,2.14,1.4,0.37,20.32,32.24,-34.01,"Supine
"
,,,,,,,,,
-0.01,0.02,0.97,2.2,1.59,0.43,19.75,31.97,-34.72,"Supine
"
,,,,,,,,,
-0.01,-0.04,0.96,2.32,1.59,0.43,20.2,31.68,-34.28,"Supine
"
,,,,,,,,,
-0.03,0.02,0.97,2.14,1.59,0.43,20.18,32.39,-33.75,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.38,1.71,0.55,20.14,32.06,-34.77,"Supine
"
,,,,,,,,,
-0.01,-0.04,0.96,2.38,1.65,0.43,21.03,31.84,-34.41,"Supine
"
,,,,,,,,,
-0.03,0.02,0.97,2.2,1.53,0.49,19.8,31.56,-33.52,"Supine
"
,,,,,,,,,
-0.01,0.01,0.96,2.2,1.53,0.37,20.24,31.87,-34.16,"Supine
"
,,,,,,,,,
-0.03,-0.02,0.96,2.14,1.77,0.49,20.26,32.07,-33.56,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.2,1.59,0.43,19.97,32.12,-33.62,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.14,1.83,0.37,20.29,32.31,-34.34,"Supine
"
,,,,,,,,,
-0.03,-0.02,0.96,2.08,1.59,0.37,20.12,32.73,-35.62,"Supine
"
,,,,,,,,,
-0.03,0,0.96,2.26,1.65,0.43,20.02,32.67,-33.87,"Supine
"
,,,,,,,,,
-0.01,0.02,0.96,2.2,1.77,0.43,19.64,31.71,-34.23,"Supine
"
,,,,,,,,,
-0.03,-0.01,0.96,2.14,1.71,0.43,19.57,31.74,-34.57,"Supine
"
,,,,,,,,,
-0.02,0.01,0.97,2.2,1.65,0.31,19.59,31.86,-34.44,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.2,1.53,0.49,19.89,32.48,-34.34,"Supine
"
,,,,,,,,,
-0.03,-0.01,0.97,2.2,1.65,0.43,19.9,31.97,-34.34,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.26,1.77,0.43,19.87,31.93,-33.47,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,2.26,1.59,0.37,19.79,32.25,-33.94,"Supine
"
,,,,,,,,,
-0.02,-0.01,0.96,2.14,1.71,0.43,19.76,31.71,-33.28,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.14,1.77,0.37,20.17,31.99,-33.4,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.14,1.77,0.43,20.03,31.49,-33.59,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.08,1.71,0.43,19.35,31.76,-33.96,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.26,1.65,0.43,19.98,31.91,-34.36,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.26,1.77,0.43,19.64,31.84,-34.68,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.26,1.77,0.37,19.71,32.08,-34.92,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.2,1.65,0.43,20.01,31.97,-33.85,"Supine
"
,,,,,,,,,
-0.02,0.01,0.97,2.14,1.83,0.37,20.12,32.06,-34.16,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.14,1.71,0.37,20.36,32.08,-34.4,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.08,1.65,0.49,20,32.56,-33.84,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.26,1.89,0.43,20.26,32.08,-34.46,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.14,1.71,0.37,19.89,32.15,-33.81,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.2,1.4,0.49,20.13,32.3,-33.8,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.26,1.59,0.31,19.84,31.82,-34.8,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.2,1.59,0.37,20.18,32.28,-33.47,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.2,1.71,0.31,20.17,31.97,-33.08,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.14,1.65,0.43,20.29,32.06,-33.73,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.14,1.83,0.24,19.43,31.79,-33.51,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.2,1.83,0.43,20.3,32.23,-34.22,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.08,1.59,0.43,20.34,31.41,-34.08,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.32,1.77,0.49,20.08,32.1,-33.8,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.14,1.71,0.37,19.95,32.03,-33.8,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.26,1.65,0.43,19.69,32.07,-34.74,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.38,1.77,0.61,19.25,31.99,-33.8,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.14,1.83,0.55,19.62,32.35,-33.91,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.14,1.77,0.43,19.97,31.97,-32.24,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.2,1.83,0.31,19.84,31.98,-32.2,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.26,1.83,0.49,19.74,31.65,-33.76,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.14,1.65,0.49,20.26,31.96,-33.64,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.14,1.77,0.49,20,31.65,-33.51,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.14,1.77,0.49,19.9,31.6,-33.28,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.2,1.71,0.43,19.84,31.87,-34.41,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.14,1.59,0.55,19.48,31.52,-33.33,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.26,1.53,0.49,20.09,32.08,-34.08,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.01,1.71,0.24,20,31.35,-33.91,"Supine
"
,,,,,,,,,
-0.03,0,0.97,2.14,1.77,0.49,20.1,32.5,-34.34,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.08,1.71,0.49,19.59,31.98,-33.45,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,2.14,1.77,0.49,19.84,31.64,-33.17,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.2,1.53,0.49,19.86,32.17,-34.63,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.14,1.95,0.49,19.89,31.75,-33.67,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.08,1.77,0.43,19.49,31.79,-33.39,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.01,1.65,0.37,19.13,31.4,-33.42,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.01,1.71,0.43,19.74,31.56,-34.63,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.14,1.71,0.37,20.09,31.54,-33.9,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.38,1.65,0.43,20.45,31.41,-33.92,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.14,1.77,0.31,20.26,31.64,-33.89,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,1.95,1.77,0.55,19.97,31.99,-34.5,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.32,1.53,0.55,19.96,31.81,-33.85,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.2,1.65,0.49,19.93,32.03,-34.45,"Supine
"
,,,,,,,,,
-0.02,0.01,0.97,2.08,1.65,0.43,20.02,31.93,-34.56,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.08,1.71,0.37,20.3,32.07,-34.78,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.14,1.71,0.55,20,31.62,-34.69,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.26,1.65,0.43,20.32,31.41,-35.12,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.2,1.53,0.37,19.73,31.74,-34.51,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,4.33,2.26,-0.31,20.19,31.81,-33.89,"Supine
"
,,,,,,,,,
-0.05,-0.02,0.96,1.04,0.37,-73.36,19.09,32.36,-33.63,"Supine
"
,,,,,,,,,
0,0.1,0.96,2.14,0.49,-57.8,17.57,33.2,-34.27,"Side
"
,,,,,,,,,
-0.08,-0.01,0.96,-2.44,-0.24,-78.19,16.55,33.09,-33.61,"Supine
"
,,,,,,,,,
-0.03,-0.02,0.96,-0.79,-0.06,-51.09,14.99,33,-34.66,"Supine
"
,,,,,,,,,
-0.02,0,0.96,1.89,1.65,-2.75,15.23,33.62,-34.36,"Supine
"
,,,,,,,,,
-0.03,0.01,0.97,1.65,1.46,1.95,14.44,33.18,-33.89,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.08,1.59,2.38,14.86,33.37,-34.2,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,1.83,1.89,8.12,14.79,33.15,-33.63,"Supine
"
,,,,,,,,,
0,0,0.97,1.28,1.4,3.05,14.76,33.75,-34.47,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,2.08,1.65,0.55,14.44,33.17,-33.76,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.14,1.71,0.06,14.79,32.57,-33.52,"Supine
"
,,,,,,,,,
-0.02,0.01,0.97,1.89,1.65,-1.46,14.4,33.13,-33.76,"Supine
"
,,,,,,,,,
-0.03,0,0.96,1.89,1.46,-12.88,14.32,33.07,-34.06,"Supine
"
,,,,,,,,,
-0.02,0,0.96,1.77,1.46,-11.54,14.51,33.92,-33.53,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,1.89,1.28,-9.58,14.33,32.62,-34.06,"Supine
"
,,,,,,,,,
-0.01,0,0.96,2.2,1.53,-5.07,14.16,33.65,-33.61,"Supine
"
,,,,,,,,,
-0.02,-0.01,0.96,1.77,1.34,-9.28,14.03,32.79,-34.35,"Supine
"
,,,,,,,,,
-0.02,0.02,0.97,1.95,1.65,-6.9,14.01,33.37,-33.41,"Supine
"
,,,,,,,,,
-0.01,0.01,0.97,1.89,1.4,-9.46,13.61,33.59,-33.68,"Supine
"
,,,,,,,,,
-0.03,0.01,0.97,2.2,1.46,-3.3,13.71,33.51,-33.02,"Supine
"
,,,,,,,,,
-0.01,-0.02,0.96,2.2,1.71,-7.45,13.32,33.76,-33.89,"Supine
"
,,,,,,,,,
-0.03,-0.01,0.96,13.18,1.34,-8.36,13.88,32.25,-33.98,"Supine
"
,,,,,,,,,
-0.03,0,0.96,8.12,1.89,4.27,13.96,32.53,-32.96,"Supine
"
,,,,,,,,,
-0.13,-0.03,0.94,13.61,2.26,76.17,14.06,33.35,-33.45,"Unknown
"
,,,,,,,,,
-0.02,0.02,0.94,1.22,2.01,113.53,16.69,33.23,-34.4,"Supine
"
,,,,,,,,,
0.03,0.05,0.97,-11.41,2.69,78.19,18.04,32.85,-32.92,"Supine
"
,,,,,,,,,
-0.01,-0.03,0.97,-1.16,1.53,55.42,18.18,32.41,-33.65,"Supine
"
,,,,,,,,,
0,-0.04,0.97,3.36,2.87,36.32,19.07,32.47,-35.05,"Supine
"
,,,,,,,,,
-0.03,0.05,0.96,2.2,2.14,9.95,20.46,32.31,-34.09,"Supine
"
,,,,,,,,,
-0.01,-0.02,0.96,2.38,2.08,11.9,20.28,32.82,-33.24,"Supine
"
,,,,,,,,,
-0.03,0.01,0.97,2.32,1.89,8.12,20.43,31.98,-34.27,"Supine
"
,,,,,,,,,
-0.02,0.03,0.97,2.2,2.08,7.32,20.7,32.43,-34.27,"Supine
"
,,,,,,,,,
-0.01,-0.02,0.96,2.01,1.95,5.74,21.12,32.12,-34.86,"Supine
"
,,,,,,,,,
-0.04,0.02,0.97,2.01,1.77,0.49,20.86,32.71,-34.13,"Supine
"
,,,,,,,,,
-0.01,0.05,0.97,2.2,1.65,-3.36,21.17,32.74,-33.72,"Supine
"
,,,,,,,,,
-0.01,-0.02,0.96,2.14,1.83,-0.18,20.8,32.15,-34.34,"Supine
"
,,,,,,,,,
-0.04,0.01,0.97,2.2,1.71,-0.24,20.78,32.4,-34.53,"Supine
"
,,,,,,,,,
-0.02,0.03,0.96,2.2,1.46,0.55,21.04,32.09,-34.34,"Supine
"
,,,,,,,,,
-0.01,-0.01,0.96,2.14,1.53,0.67,20.83,32.2,-33.72,"Supine
"
,,,,,,,,,
-0.03,0,0.96,2.01,1.71,0.24,20.98,31.99,-34.81,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.2,1.77,0.31,20.97,32.59,-34.31,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.14,1.77,0.43,21.22,32.39,-34.12,"Supine
"
,,,,,,,,,
-0.03,0,0.96,2.2,1.77,0.61,21.14,32.13,-33.24,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.14,1.83,0.31,20.79,31.91,-32.87,"Supine
"
,,,,,,,,,
-0.02,-0.01,0.96,2.08,1.71,0.49,21.15,32.57,-34.5,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.08,1.65,0.37,20.53,32.95,-33.7,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.14,1.77,0.24,20.85,31.95,-34.55,"Supine
"
,,,,,,,,,
-0.02,0,0.97,2.08,1.59,0.37,21,32.25,-34.22,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.32,1.59,0.24,21.09,31.97,-34.28,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,2.08,1.89,0.24,21.2,32.24,-33.53,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.14,1.89,0,20.94,31.85,-33.36,"Supine
"
,,,,,,,,,
-0.03,0,0.96,2.2,1.71,-3.36,21.08,32.41,-33.91,"Supine
"
,,,,,,,,,
-0.02,0.02,0.96,2.26,1.59,-3.91,20.57,32.24,-33.23,"Supine
"
,,,,,,,,,
-0.02,0,0.96,2.01,1.89,0.31,21.14,32.01,-33.73,"Supine
"
,,,,,,,,,
-0.04,-0.03,0.96,1.83,1.46,-2.56,20.41,31.87,-34.52,"Supine
"
,,,,,,,,,
-0.02,0.01,0.96,1.65,1.04,-11.9,20.53,31.91,-33.64,"Supine
"
,,,,,,,,,
-0.01,-0.01,0.98,-1.04,0.79,-7.08,20.46,32.06,-33.85,"Supine
"
,,,,,,,,,
-0.01,0.23,0.94,-159.48,-19.17,-31.92,20.57,30.3,-35,"Side
"
,,,,,,,,,
-0.02,0.13,0.92,-148.68,-5.92,-51.27,18.95,26.26,-36.16,"Side
"
,,,,,,,,,
-0.1,0.36,0.89,-112.73,-15.69,-41.56,18.31,21.12,-38.23,"Unknown
"
,,,,,,,,,
0.04,0.39,0.85,-127.32,-18.98,-52.37,17.87,16.47,-37.48,"Side
"
,,,,,,,,,
0.04,0.59,0.72,-188.42,0.61,-22.4,17.93,12.12,-37.38,"Side
"
,,,,,,,,,
0.06,0.66,0.64,-241.21,-12.45,-46.33,17.81,5.15,-35.77,"Side
"
,,,,,,,,,
-0.04,0.75,0.18,-255.43,-0.37,-5.19,18.57,-2.84,-30.35,"Side
"
,,,,,,,,,
0.29,1.78,-0.05,-154.3,-2.26,99,17.79,-7.64,-26.51,"Unknown
"
,,,,,,,,,
0.15,1.06,-0.12,-90.76,56.58,1.65,18.48,-9.11,-25.02,"Unknown
"
,,,,,,,,,
0.01,1.01,-0.19,-34.61,62.74,-0.98,20.45,-9.35,-23.22,"Side
"
,,,,,,,,,
0,1,-0.16,2.75,48.46,-0.24,20.68,-9.4,-23.12,"Side
"
,,,,,,,,,
-0.03,0.97,-0.01,24.72,18.86,-0.61,21.44,-8.83,-22.9,"Side
"
,,,,,,,,,
-0.03,0.98,-0.01,-1.46,42.85,1.46,22.28,-8.18,-23.74,"Side
"
,,,,,,,,,
-0.03,0.99,-0.06,24.29,47.73,1.59,22.25,-7.81,-23.3,"Side
"
,,,,,,,,,
-0.04,0.97,0.01,-9.64,10.19,0.18,22.45,-7.81,-23.43,"Side
"
,,,,,,,,,
0,0.98,-0.05,-10.99,9.28,0.49,22.53,-7.67,-23.1,"Side
"
,,,,,,,,,
-0.02,0.96,0.02,4.27,0.37,0.73,22.64,-8.03,-21.69,"Side
"
,,,,,,,,,
-0.02,0.99,-0.07,-1.65,-0.06,0.49,23.08,-7.98,-23.36,"Side
"
,,,,,,,,,
-0.03,0.98,-0.02,9.09,-0.06,1.28,22.27,-7.78,-23.33,"Side
"
,,,,,,,,,
-0.03,0.98,-0.02,2.87,2.38,0.31,22.2,-7.76,-23.28,"Side
"
,,,,,,,,,
-0.04,1.01,-0.12,-0.49,1.28,0.18,21.92,-7.41,-22.83,"Side
"
,,,,,,,,,
-0.01,0.98,0.02,84.78,5.37,-0.98,22.29,-7.78,-24.43,"Side
"
,,,,,,,,,
-0.01,0.86,0.29,87.16,35.95,6.1,22.47,-5.85,-26.5,"Side
"
,,,,,,,,,
-0.03,1,0.1,37.35,5.92,2.75,22.66,-5.24,-27.09,"Side
"
,,,,,,,,,
-0.01,0.97,0.17,28.69,5.62,2.93,22.6,-4.71,-28.04,"Side
"
,,,,,,,,,
-0.04,0.87,0.36,28.81,3.36,0.55,22.62,-4.14,-27.67,"Side
"
,,,,,,,,,
-0.02,0.89,0.28,-31.25,-22.83,-7.32,22.24,-4.68,-28.8,"Side
"
,,,,,,,,,
-0.01,0.96,0.14,-39.67,-26,-5.25,22.41,-5.36,-26.93,"Side
"
,,,,,,,,,
-0.02,0.95,0.16,-31.25,-29.11,-4.7,21.89,-6.53,-25.4,"Side
"
,,,,,,,,,
-0.01,0.9,0.14,-62.07,-16.05,-2.08,21.15,-8.08,-25.5,"Side
"
,,,,,,,,,
-0.03,1.02,-0.1,-32.41,-1.28,0.55,21.8,-9.2,-24.02,"Side
"
,,,,,,,,,
-0.02,0.96,0.02,8.06,1.77,0.79,21.2,-9.13,-23.11,"Side
"
,,,,,,,,,
-0.03,0.97,0.01,-23.07,-3.48,1.1,21.46,-8.94,-23.1,"Side
"
,,,,,,,,,
-0.03,0.99,-0.09,-28.56,-7.08,0.61,21.12,-9.7,-22.24,"Side
"
,,,,,,,,,
-0.02,0.98,-0.12,-5.25,-0.31,0.55,21.59,-9.77,-20.9,"Side
"
,,,,,,,,,
-0.04,0.98,-0.16,-21.97,-0.06,0.12,20.91,-9.99,-21.79,"Side
"
,,,,,,,,,
-0.02,0.99,-0.17,15.5,1.71,0.55,21.33,-10.69,-22.31,"Side
"
,,,,,,,,,
-0.04,0.97,-0.07,19.04,2.38,1.04,21.57,-9.73,-21.39,"Side
"
,,,,,,,,,
-0.03,0.99,-0.19,7.45,2.69,0.61,21.01,-9.36,-21.61,"Side
"
,,,,,,,,,
-0.02,0.99,-0.08,61.46,6.41,1.16,21.33,-9.27,-22.44,"Side
"
,,,,,,,,,
-0.02,0.95,0.04,26.43,13.73,0.12,21.13,-8.17,-25.15,"Side
"
,,,,,,,,,
-0.02,0.99,-0.1,-11.72,2.62,0.61,21.5,-8.63,-23.71,"Side
"
,,,,,,,,,
-0.03,0.98,-0.03,4.39,0,0.73,20.36,-8.5,-23.44,"Side
"
,,,,,,,,,
-0.02,0.98,-0.03,-21.42,-4.82,0.37,20.8,-8.85,-23.79,"Side
"
,,,,,,,,,
-0.03,0.99,-0.13,-25.27,-4.64,0.31,21.48,-9.42,-22.95,"Side
"
,,,,,,,,,
-0.03,0.98,-0.09,6.77,-0.12,0.85,21.8,-9.52,-22.57,"Side
"
,,,,,,,,,
-0.03,0.98,-0.1,-7.02,-6.84,0.79,21.33,-9.7,-22.33,"Side
"
,,,,,,,,,
-0.03,0.99,-0.13,5.55,1.34,0.18,21.55,-8.81,-22.25,"Side
"
,,,,,,,,,
-0.03,0.99,-0.09,8.91,1.04,0.49,21.33,-9.55,-22.39,"Side
"
,,,,,,,,,
-0.03,0.98,-0.07,2.99,-1.46,0.43,21.03,-9.77,-21.67,"Side
"
,,,,,,,,,
-0.03,0.99,-0.12,-4.46,1.22,0.43,20.64,-8.98,-23.32,"Side
"
,,,,,,,,,
-0.02,0.98,-0.08,10.99,1.83,0.37,21.19,-9.08,-22.92,"Side
"
,,,,,,,,,
-0.03,0.97,-0.05,4.09,2.08,0.49,21.63,-8.98,-22.6,"Side
"
,,,,,,,,,
-0.02,0.98,-0.1,-2.69,1.34,0.37,21.17,-9.61,-22.64,"Side
"
,,,,,,,,,
-0.03,0.98,-0.08,8.42,2.08,0.61,21.19,-9.05,-22.64,"Side
"
,,,,,,,,,
-0.02,0.98,-0.1,-1.04,1.77,0.12,21.34,-9.06,-22.99,"Side
"
,,,,,,,,,
-0.02,0.99,-0.12,14.89,-0.12,0.85,20.79,-9.78,-23.41,"Side
"
,,,,,,,,,
-0.04,0.99,-0.09,-20.57,-2.01,-0.37,20.74,-9.45,-22.46,"Side
"
,,,,,,,,,
0.03,0.97,-0.04,9.58,-1.83,1.1,20.94,-9.33,-22.81,"Side
"
,,,,,,,,,
-0.03,0.98,-0.09,33.33,9.77,1.22,20.85,-8.95,-22.66,"Side
"
,,,,,,,,,
-0.06,0.96,0.04,13.73,2.44,0.24,20.74,-8.54,-23.23,"Side
"
,,,,,,,,,
-0.04,0.98,-0.05,-34.36,19.9,-0.67,21.29,-9.02,-22.01,"Side
"
,,,,,,,,,
-0.01,0.99,-0.21,-22.95,7.57,-0.92,21.48,-9.36,-21.2,"Side
"
,,,,,,,,,
-0.03,0.99,-0.2,8.3,-16.3,1.83,21.25,-9.11,-20.69,"Side
"
,,,,,,,,,
0.05,1,-0.23,54.2,-81.97,5.49,20.51,-8.25,-22.01,"Side
"
,,,,,,,,,
-0.03,0.94,0.02,89.11,-100.22,-4.03,18.18,-7.7,-24.89,"Side
"
,,,,,,,,,
-0.1,0.98,0.03,0.12,11.9,2.32,17.36,-8.56,-25.96,"Unknown
"
,,,,,,,,,
0.08,1.02,-0.02,-32.47,70.56,6.65,18.48,-10.12,-26.06,"Side
"
,,,,,,,,,
-0.01,0.99,-0.15,2.62,34.73,2.56,19.37,-11.62,-24.67,"Side
"
,,,,,,,,,
0.04,1.04,-0.08,-53.71,63.35,-1.53,19.74,-13.15,-24.61,"Side
"
,,,,,,,,,
-0.01,0.96,-0.08,5.74,51.64,0.79,20.69,-13.75,-22.56,"Side
"
,,,,,,,,,
-0.01,0.99,0.12,-29.97,52.86,-8.3,21.68,-15.59,-21.78,"Side
"
,,,,,,,,,
-0.02,0.95,0.14,2.01,46.33,-1.4,21.75,-15.76,-21.34,"Side
"
,,,,,,,,,
-0.07,1.01,0.23,46.02,-40.04,6.1,21.79,-15.94,-21.52,"Side
"
,,,,,,,,,
-0.06,0.99,0.02,19.35,0.67,0.92,21.67,-15.94,-22.08,"Side
"
,,,,,,,,,
-0.04,0.97,-0.02,19.53,20.02,5.49,21.52,-15.86,-23.13,"Side
"
,,,,,,,,,
-0.05,1,0.02,-13.06,39.55,-5.31,22.61,-15.89,-22.67,"Side
"
,,,,,,,,,
0.01,0.99,0.04,28.63,7.63,1.22,23.17,-16.14,-23.79,"Side
"
,,,,,,,,,
-0.02,0.99,-0.06,-39.18,-4.64,0.61,23.13,-15.44,-22.78,"Side
"
,,,,,,,,,
-0.03,1,-0.06,19.17,-29.24,-0.49,22.73,-16.35,-21.91,"Side
"
,,,,,,,,,
-0.05,0.99,0,65.86,-7.63,0.12,22.28,-15.1,-24.69,"Side
"
,,,,,,,,,
-0.01,1,0.06,13.79,-5,-0.18,22.31,-14.12,-25.27,"Side
"
,,,,,,,,,
-0.05,0.97,0.09,-0.79,-6.47,-0.79,22.01,-13.48,-25.74,"Side
"
,,,,,,,,,
-0.01,0.99,0.06,7.81,1.77,0.49,21.55,-14.38,-24.77,"Side
"
,,,,,,,,,
-0.04,0.99,0.07,0.85,1.1,0.49,21.91,-14.18,-26.06,"Side
"
,,,,,,,,,
-0.02,0.97,0.1,3.36,1.59,0.43,21.56,-14.09,-26.21,"Side
"
,,,,,,,,,
-0.02,0.98,0.09,1.77,1.59,0.49,22.39,-13.95,-25.6,"Side
"
,,,,,,,,,
-0.03,0.98,0.09,3.23,1.59,0.49,21.58,-14.05,-25.72,"Side
"
,,,,,,,,,
-0.02,0.97,0.09,1.53,1.77,0.31,21.95,-14.18,-25.18,"Side
"
,,,,,,,,,
-0.02,0.98,0.08,2.75,1.71,0.43,21.59,-14.23,-25.82,"Side
"
,,,,,,,,,
0,0.94,0.13,-27.71,30.46,4.15,21.87,-14.66,-25.24,"Side
"
,,,,,,,,,
-0.06,0.99,0,-39.31,17.94,2.14,21.73,-15.23,-23.96,"Side
"
,,,,,,,,,
-0.04,0.96,-0.04,-4.03,7.26,1.65,21.58,-15.39,-23.94,"Side
"
,,,,,,,,,
-0.04,0.99,0.03,-1.59,16.11,1.83,22.8,-15.64,-22.17,"Side
"
,,,,,,,,,
-0.04,0.98,0.03,-27.1,8.06,-2.5,23,-15.95,-21,"Side
"
,,,,,,,,,
-0.01,1,-0.04,-3.97,-13.12,0.12,22.49,-16.24,-21.15,"Side
"
,,,,,,,,,
-0.02,0.99,-0.04,6.9,-4.27,1.4,22.25,-16.64,-21.95,"Side
"
,,,,,,,,,
